ID_str,SectionNum,Section,Circumstance,Phraseology,Sender,Receiver,Type,Example,Keywords,Slots
12.3.3.1-e,12.3.3.1,12.3.3.1 Departure Instructions,Track instruction by degrees,“TRACK (three digits) DEGREES [MAGNETIC/TRUE] TO (or FROM) (point) UNTIL (time or reaching fix or level) [BEFORE PROCEEDING ON COURSE].”,ATC,Pilot,Instruction,“TRACK 270 DEGREES TO VOR PEST UNTIL 4000 FEET.”,TRACK DEGREES MAGNETIC TRUE FROM UNTIL BEFORE PROCEEDING COURSE,"three digits, or FROM, point, time or reaching fix or level"
12.3.3.1-f,12.3.3.1,12.3.3.1 Departure Instructions,Clearance for named departure,“CLEARED (designation) DEPARTURE.”,ATC,Pilot,Clearance,“CLEARED BUDAPEST ONE BRAVO DEPARTURE.”,CLEARED DEPARTURE,designation
12.3.3.1-g,12.3.3.1,12.3.3.1 Departure Instructions,Clearance direct to waypoint with rejoin SID,"“CLEARED DIRECT (waypoint), CLIMB TO (level), EXPECT TO REJOIN SID [(SID designator)] [AT (waypoint)], THEN REJOIN SID [(SID designator)] [AT (waypoint)].”",ATC,Pilot,Conditional Clearance,"“CLEARED DIRECT SOPAV, CLIMB TO FL 90, EXPECT TO REJOIN SID AT LOMED.”",CLEARED DIRECT CLIMB EXPECT REJOIN SID THEN,"waypoint, level, SID designator"
12.3.3.1-h,12.3.3.1,12.3.3.1 Departure Instructions,Clearance direct with immediate rejoin SID,"“CLEARED DIRECT (waypoint), CLIMB TO (level), THEN REJOIN SID (SID designator) AT (waypoint).”",ATC,Pilot,Clearance,"“CLEARED DIRECT GILEP, CLIMB TO FL 80, THEN REJOIN SID BUDAPEST ONE ALPHA AT SOPAV.”",CLEARED DIRECT CLIMB THEN REJOIN SID,"waypoint, level, SID designator"
12.3.3.2-b,12.3.3.2,12.3.3.2 Approach Instructions,Clearance to arrival limit,“CLEARED TO (clearance limit) (designation).”,ATC,Pilot,Clearance,“CLEARED TO BUDAPEST VIA NAPRO ONE BRAVO ARRIVAL.”,CLEARED,"clearance limit, designation"
12.3.3.2-c,12.3.3.2,12.3.3.2 Approach Instructions,Proceed along route,“CLEARED (or PROCEED) (details of route to be followed).”,ATC,Pilot,Instruction,“PROCEED DIRECT DEBRECEN THEN VIA M985.”,CLEARED PROCEED,"or PROCEED, details of route to be followed"
12.3.3.2-d,12.3.3.2,12.3.3.2 Approach Instructions,Clearance direct to waypoint with rejoin STAR,"“CLEARED DIRECT (waypoint), DESCEND TO (level), EXPECT TO REJOIN STAR [(STAR designator)] AT (waypoint), THEN REJOIN STAR [(STAR designator)] [AT (waypoint)].”",ATC,Pilot,Conditional Clearance,"“CLEARED DIRECT SOPAV, DESCEND TO FL 80, EXPECT TO REJOIN STAR AT NAPRO.”",CLEARED DIRECT DESCEND EXPECT REJOIN STAR THEN,"waypoint, level, STAR designator"
12.3.3.2-e,12.3.3.2,12.3.3.2 Approach Instructions,Clearance direct and rejoin STAR,"“CLEARED DIRECT (waypoint), DESCEND TO (level), THEN REJOIN STAR (STAR designator) AT (waypoint).”",ATC,Pilot,Clearance,"“CLEARED DIRECT NAPRO, DESCEND TO FL 70, THEN REJOIN STAR BUDAPEST TWO BRAVO AT GILEP.”",CLEARED DIRECT DESCEND THEN REJOIN STAR,"waypoint, level, STAR designator"
12.3.3.2-f,12.3.3.2,12.3.3.2 Approach Instructions,Clearance for approach type,“CLEARED (type of approach) APPROACH [RUNWAY (number)].”,ATC,Pilot,Clearance,“CLEARED ILS APPROACH RUNWAY 31.”,CLEARED APPROACH RUNWAY,"type of approach, number"
12.3.3.2-g,12.3.3.2,12.3.3.2 Approach Instructions,Clearance for approach and circling,“CLEARED (type of approach) RUNWAY (number) FOLLOWED BY CIRCLING TO RUNWAY (number).”,ATC,Pilot,Clearance,“CLEARED ILS RUNWAY 31 FOLLOWED BY CIRCLING TO RUNWAY 13.”,CLEARED RUNWAY FOLLOWED CIRCLING,"type of approach, number"
12.3.3.2-h,12.3.3.2,12.3.3.2 Approach Instructions,Generic approach clearance,“CLEARED APPROACH [RUNWAY (number)].”,ATC,Pilot,Clearance,“CLEARED APPROACH RUNWAY 13.”,CLEARED APPROACH RUNWAY,number
12.3.3.2-i,12.3.3.2,12.3.3.2 Approach Instructions,Commence approach at time,“COMMENCE APPROACH AT (time).”,ATC,Pilot,Instruction,“COMMENCE APPROACH AT 12:30.”,COMMENCE APPROACH,time
12.3.3.2-j,12.3.3.2,12.3.3.2 Approach Instructions,Request straight-in approach,“REQUEST STRAIGHT-IN [(type of approach)] APPROACH [RUNWAY (number)].”,Pilot,ATC,Request,“REQUEST STRAIGHT-IN ILS APPROACH RUNWAY 31.”,REQUEST STRAIGHT APPROACH RUNWAY,"type of approach, number"
12.3.3.2-k,12.3.3.2,12.3.3.2 Approach Instructions,Clearance for straight-in approach,“CLEARED STRAIGHT-IN [(type of approach)] APPROACH [RUNWAY (number)].”,ATC,Pilot,Clearance,“CLEARED STRAIGHT-IN ILS APPROACH RUNWAY 31.”,CLEARED STRAIGHT APPROACH RUNWAY,"type of approach, number"
12.3.3.2-l,12.3.3.2,12.3.3.2 Approach Instructions,Report visual contact,“REPORT VISUAL.”,ATC,Pilot,Instruction,“REPORT VISUAL.”,REPORT VISUAL,
12.3.3.2-m,12.3.3.2,12.3.3.2 Approach Instructions,Report runway in sight,“REPORT RUNWAY [LIGHTS] IN SIGHT.”,ATC,Pilot,Instruction,“REPORT RUNWAY IN SIGHT.”,REPORT RUNWAY LIGHTS SIGHT,
12.3.3.2-n,12.3.3.2,12.3.3.2 Approach Instructions,Pilot requests visual approach,“REQUEST VISUAL APPROACH.”,Pilot,ATC,Request,“REQUEST VISUAL APPROACH.”,REQUEST VISUAL APPROACH,
12.3.3.2-o,12.3.3.2,12.3.3.2 Approach Instructions,Clearance for visual approach,“CLEARED VISUAL APPROACH RUNWAY (number).”,ATC,Pilot,Clearance,“CLEARED VISUAL APPROACH RUNWAY 13.”,CLEARED VISUAL APPROACH RUNWAY,number
12.3.3.2-p,12.3.3.2,12.3.3.2 Approach Instructions,Ask if pilot can accept visual approach,“ADVISE ABLE TO ACCEPT VISUAL APPROACH RUNWAY (number).”,ATC,Pilot,Query,“ADVISE ABLE TO ACCEPT VISUAL APPROACH RUNWAY 31.”,ADVISE ABLE ACCEPT VISUAL APPROACH RUNWAY,number
12.3.3.2-q,12.3.3.2,12.3.3.2 Approach Instructions,Successive visual approach maintaining separation,"“CLEARED VISUAL APPROACH RUNWAY (number), MAINTAIN OWN SEPARATION FROM PRECEDING (aircraft type and wake turbulence category) [CAUTION WAKE TURBULENCE].”",ATC,Pilot,Conditional Clearance,"“CLEARED VISUAL APPROACH RUNWAY 31, MAINTAIN OWN SEPARATION FROM PRECEDING A320 CAUTION WAKE TURBULENCE.”",CLEARED VISUAL APPROACH RUNWAY MAINTAIN OWN SEPARATION FROM PRECEDING CAUTION WAKE TURBULENCE,"number, aircraft type and wake turbulence category"
12.3.3.2-r,12.3.3.2,12.3.3.2 Approach Instructions,Report position (inbound/outbound),“REPORT (point); [OUTBOUND or INBOUND].”,ATC,Pilot,Instruction,“REPORT NAPRO INBOUND.”,REPORT OUTBOUND INBOUND,point
12.3.3.2-s,12.3.3.2,12.3.3.2 Approach Instructions,Report starting procedure turn,“REPORT COMMENCING PROCEDURE TURN.”,ATC,Pilot,Instruction,—,REPORT COMMENCING PROCEDURE TURN,
12.3.3.2-t,12.3.3.2,12.3.3.2 Approach Instructions,Pilot requests VMC descent,“REQUEST VMC DESCENT.”,Pilot,ATC,Request,—,REQUEST VMC DESCENT,
12.3.3.2-u,12.3.3.2,12.3.3.2 Approach Instructions,Controller authorizes maintaining own separation,“MAINTAIN OWN SEPARATION.”,ATC,Pilot,Instruction,—,MAINTAIN OWN SEPARATION,
12.3.3.2-v,12.3.3.2,12.3.3.2 Approach Instructions,Maintain VMC,“MAINTAIN VMC.”,ATC,Pilot,Instruction,—,MAINTAIN VMC,
12.3.3.2-w,12.3.3.2,12.3.3.2 Approach Instructions,Query if pilot knows approach procedure,“ARE YOU FAMILIAR WITH (name) APPROACH PROCEDURE.”,ATC,Pilot,Query,“ARE YOU FAMILIAR WITH WIEN ILS APPROACH PROCEDURE.”,ARE YOU FAMILIAR APPROACH PROCEDURE,name
12.3.3.2-x,12.3.3.2,12.3.3.2 Approach Instructions,Pilot requests specific approach,“REQUEST (type of approach) APPROACH [RUNWAY (number)].”,Pilot,ATC,Request,“REQUEST RNAV APPROACH RUNWAY 31.”,REQUEST APPROACH RUNWAY,"type of approach, number"
12.3.3.2-y,12.3.3.2,12.3.3.2 Approach Instructions,Pilot requests MLS/RNAV designator,“REQUEST (MLS/RNAV plain-language designator).”,Pilot,ATC,Request,“REQUEST RNAV GOLF.”,REQUEST MLS RNAV,MLS/RNAV plain-language designator
12.3.3.2-z,12.3.3.2,12.3.3.2 Approach Instructions,Clearance for MLS/RNAV procedure,“CLEARED (MLS/RNAV plain-language designator).”,ATC,Pilot,Clearance,“CLEARED RNAV GOLF.”,CLEARED MLS RNAV,MLS/RNAV plain-language designator
12.3.3.3-b,12.3.3.3,12.3.3.3 Holding Clearances,Published holding procedure,“CLEARED (or PROCEED) TO (fix or point) [MAINTAIN (or CLIMB/DESCEND TO) (level)] HOLD [(direction)] AS PUBLISHED EXPECT APPROACH (or FURTHER) CLEARANCE AT (time).”,ATC,Pilot,Holding Clearance,“CLEARED TO SOPAV HOLD EAST AS PUBLISHED EXPECT APPROACH CLEARANCE AT 1215.”,CLEARED PROCEED MAINTAIN CLIMB DESCEND HOLD PUBLISHED EXPECT APPROACH FURTHER CLEARANCE,"or PROCEED, fix or point, or CLIMB/DESCEND TO, level, direction, or FURTHER, time"
12.3.3.3-c,12.3.3.3,12.3.3.3 Holding Clearances,Pilot requests holding instructions,“REQUEST HOLDING INSTRUCTIONS.”,Pilot,ATC,Request,—,REQUEST HOLDING INSTRUCTIONS,
12.3.3.3-d,12.3.3.3,12.3.3.3 Holding Clearances,Detailed holding clearance,“CLEARED (or PROCEED) TO (fix) [MAINTAIN/CLIMB/DESCEND TO (level)] HOLD [(direction)] [(radial/course/inbound track)] [RIGHT/LEFT HAND PATTERN] [OUTBOUND TIME (minutes)] EXPECT APPROACH CLEARANCE AT (time).”,ATC,Pilot,Holding Clearance,“CLEARED TO SOPAV HOLD EAST ON 270 RADIAL LEFT HAND PATTERN EXPECT APPROACH CLEARANCE AT 1210.”,CLEARED PROCEED MAINTAIN CLIMB DESCEND HOLD RIGHT LEFT HAND PATTERN OUTBOUND TIME EXPECT APPROACH CLEARANCE,"or PROCEED, fix, level, direction, radial/course/inbound track, minutes, time"
12.3.3.3-f,12.3.3.3,12.3.3.3 Holding Clearances,Clearance to hold between DME distances,“CLEARED TO THE (three digits) RADIAL OF THE (name) VOR AT (distance) DME FIX HOLD BETWEEN (distance) AND (distance) DME [RIGHT/LEFT HAND PATTERN] EXPECT APPROACH CLEARANCE AT (time).”,ATC,Pilot,Holding Clearance,“CLEARED TO 270 RADIAL WIEN VOR HOLD BETWEEN 10 AND 15 DME LEFT HAND PATTERN EXPECT CLEARANCE AT 1235.”,CLEARED RADIAL VOR DME FIX HOLD BETWEEN RIGHT LEFT HAND PATTERN EXPECT APPROACH CLEARANCE,"three digits, name, distance, time"
12.3.3.4-b,12.3.3.4,12.3.3.4 Expected Approach Time,Advise expected approach time,“EXPECTED APPROACH TIME (time).”,ATC,Pilot,Information,“EXPECTED APPROACH TIME 1215.”,EXPECTED APPROACH TIME,time
12.3.3.4-c,12.3.3.4,12.3.3.4 Expected Approach Time,Advise revised expected approach time,“REVISED EXPECTED APPROACH TIME (time).”,ATC,Pilot,Information,“REVISED EXPECTED APPROACH TIME 1235.”,REVISED EXPECTED APPROACH TIME,time
12.3.3.4-d,12.3.3.4,12.3.3.4 Expected Approach Time,Delay duration unknown,“DELAY NOT DETERMINED (reasons).”,ATC,Pilot,Information,“DELAY NOT DETERMINED DUE TRAFFIC CONGESTION.”,DELAY NOT DETERMINED,reasons
12.3.4.10-b,12.3.4.10,12.3.4.10 Preparation for Take-off,Report readiness,“REPORT WHEN READY [FOR DEPARTURE].”,ATC,Pilot,Instruction,—,REPORT WHEN READY DEPARTURE,
12.3.4.10-c,12.3.4.10,12.3.4.10 Preparation for Take-off,Query readiness,“ARE YOU READY [FOR DEPARTURE]?”,ATC,Pilot,Query,—,ARE YOU READY DEPARTURE,
12.3.4.10-d,12.3.4.10,12.3.4.10 Preparation for Take-off,Query immediate departure readiness,“ARE YOU READY FOR IMMEDIATE DEPARTURE?”,ATC,Pilot,Query,—,ARE YOU READY IMMEDIATE DEPARTURE,
12.3.4.10-e,12.3.4.10,12.3.4.10 Preparation for Take-off,Pilot declares ready,“READY.”,Pilot,ATC,Report,—,READY,
12.3.4.10-f,12.3.4.10,12.3.4.10 Preparation for Take-off,Line up and wait,“LINE UP [AND WAIT].”,ATC,Pilot,Clearance,“LINE UP AND WAIT.”,LINE WAIT,
12.3.4.10-g,12.3.4.10,12.3.4.10 Preparation for Take-off,Line up with runway designation,“LINE UP RUNWAY (number).”,ATC,Pilot,Clearance,“LINE UP RUNWAY 31.”,LINE RUNWAY,number
12.3.4.10-h,12.3.4.10,12.3.4.10 Preparation for Take-off,Line up with immediate departure instruction,“LINE UP. BE READY FOR IMMEDIATE DEPARTURE.”,ATC,Pilot,Clearance,—,LINE READY IMMEDIATE DEPARTURE,
12.3.4.10-i,12.3.4.10,12.3.4.10 Preparation for Take-off,Conditional clearance,“(condition) LINE UP (reiteration of condition).”,ATC,Pilot,Conditional Clearance,“BEHIND LANDING B737 LINE UP.”,LINE,"condition, reiteration of condition"
12.3.4.10-j,12.3.4.10,12.3.4.10 Preparation for Take-off,Pilot acknowledgment of conditional clearance,“(condition) LINING UP (reiteration of condition).”,Pilot,ATC,Acknowledgement,“BEHIND LANDING B737 LINING UP.”,LINING,"condition, reiteration of condition"
12.3.4.10-k,12.3.4.10,12.3.4.10 Preparation for Take-off,Confirmation or correction of readback,“[THAT IS] CORRECT (or NEGATIVE) [I SAY AGAIN] …”,ATC,Pilot,Confirmation,“THAT IS CORRECT.”,THAT CORRECT NEGATIVE SAY AGAIN,or NEGATIVE
12.3.4.11-b,12.3.4.11,12.3.4.11 Take-off Clearance,Take-off clearance with traffic information,“(traffic information) RUNWAY (number) CLEARED FOR TAKE-OFF.”,ATC,Pilot,Clearance,“TRAFFIC LANDING RUNWAY 13 CLEARED FOR TAKE-OFF RUNWAY 31.”,RUNWAY CLEARED TAKE OFF,"traffic information, number"
12.3.4.11-c,12.3.4.11,12.3.4.11 Take-off Clearance,Urgent compliance,“TAKE OFF IMMEDIATELY OR VACATE RUNWAY [(instructions)].”,ATC,Pilot,Urgent Instruction,“TAKE OFF IMMEDIATELY OR VACATE RUNWAY.”,TAKE OFF IMMEDIATELY VACATE RUNWAY,instructions
12.3.4.11-d,12.3.4.11,12.3.4.11 Take-off Clearance,Immediate take-off or hold short,“TAKE OFF IMMEDIATELY OR HOLD SHORT OF RUNWAY.”,ATC,Pilot,Urgent Instruction,—,TAKE OFF IMMEDIATELY HOLD SHORT RUNWAY,
12.3.4.11-e,12.3.4.11,12.3.4.11 Take-off Clearance,Cancel take-off clearance,"“HOLD POSITION, CANCEL TAKE-OFF I SAY AGAIN CANCEL TAKE-OFF (reasons).”",ATC,Pilot,Cancellation,"“HOLD POSITION, CANCEL TAKE-OFF DUE VEHICLE ON RUNWAY.”",HOLD POSITION CANCEL TAKE OFF SAY AGAIN,reasons
12.3.4.11-f,12.3.4.11,12.3.4.11 Take-off Clearance,Pilot acknowledgment of cancellation,“HOLDING.”,Pilot,ATC,Acknowledgement,—,HOLDING,
12.3.4.11-g,12.3.4.11,12.3.4.11 Take-off Clearance,Stop take-off roll immediately,“STOP IMMEDIATELY [(repeat call sign) STOP IMMEDIATELY].”,ATC,Pilot,Emergency Instruction,“STOP IMMEDIATELY WZZ431 STOP IMMEDIATELY.”,STOP IMMEDIATELY,repeat call sign
12.3.4.11-h,12.3.4.11,12.3.4.11 Take-off Clearance,Pilot acknowledgment of stop,“STOPPING.”,Pilot,ATC,Report,—,STOPPING,
12.3.4.11-i,12.3.4.11,12.3.4.11 Take-off Clearance,Helicopter take-off clearance,“CLEARED FOR TAKE-OFF [FROM (location)] (present position/taxiway/runway).”,ATC,Pilot,Clearance,“CLEARED FOR TAKE-OFF FROM APRON.”,CLEARED TAKE OFF FROM,"location, present position/taxiway/runway"
12.3.4.11-j,12.3.4.11,12.3.4.11 Take-off Clearance,Pilot requests departure instructions,“REQUEST DEPARTURE INSTRUCTIONS.”,Pilot,ATC,Request,—,REQUEST DEPARTURE INSTRUCTIONS,
12.3.4.11-k,12.3.4.11,12.3.4.11 Take-off Clearance,Post-departure turning or climbing instructions,“AFTER DEPARTURE TURN RIGHT (or LEFT) (instructions).”,ATC,Pilot,Instruction,“AFTER DEPARTURE TURN RIGHT HEADING 270.”,AFTER DEPARTURE TURN RIGHT LEFT,"or LEFT, instructions"
12.3.4.12-b,12.3.4.12,12.3.4.12 Turn or Climb Instructions After Take-off,Turn approved,“RIGHT (or LEFT) TURN APPROVED.”,ATC,Pilot,Clearance,“RIGHT TURN APPROVED.”,RIGHT LEFT TURN APPROVED,or LEFT
12.3.4.12-c,12.3.4.12,12.3.4.12 Turn or Climb Instructions After Take-off,Delay in granting turn,“WILL ADVISE LATER FOR RIGHT (or LEFT) TURN.”,ATC,Pilot,Advisory,—,WILL ADVISE LATER RIGHT LEFT TURN,or LEFT
12.3.4.12-d,12.3.4.12,12.3.4.12 Turn or Climb Instructions After Take-off,Request airborne time,“REPORT AIRBORNE.”,ATC,Pilot,Request,—,REPORT AIRBORNE,
12.3.4.12-e,12.3.4.12,12.3.4.12 Turn or Climb Instructions After Take-off,Report airborne,“AIRBORNE (time).”,Pilot,ATC,Report,“AIRBORNE 1045.”,AIRBORNE,time
12.3.4.12-f,12.3.4.12,12.3.4.12 Turn or Climb Instructions After Take-off,Instruction after passing level,“AFTER PASSING (level) (instructions).”,ATC,Pilot,Instruction,“AFTER PASSING 3000 FEET CONTACT DEPARTURE.”,AFTER PASSING,"level, instructions"
12.3.4.12-g,12.3.4.12,12.3.4.12 Turn or Climb Instructions After Take-off,Maintain runway heading,“CONTINUE RUNWAY HEADING (instructions).”,ATC,Pilot,Instruction,“CONTINUE RUNWAY HEADING UNTIL 4000 FEET.”,CONTINUE RUNWAY HEADING,instructions
12.3.4.12-h,12.3.4.12,12.3.4.12 Turn or Climb Instructions After Take-off,Track extended centre line,“TRACK EXTENDED CENTRE LINE (instructions).”,ATC,Pilot,Instruction,—,TRACK EXTENDED CENTRE LINE,instructions
12.3.4.12-i,12.3.4.12,12.3.4.12 Turn or Climb Instructions After Take-off,Climb straight ahead,“CLIMB STRAIGHT AHEAD (instructions).”,ATC,Pilot,Instruction,—,CLIMB STRAIGHT AHEAD,instructions
12.3.4.13-b,12.3.4.13,12.3.4.13 Entering Aerodrome Traffic Circuit,Instruction to join circuit,“JOIN [(direction)] (position) (runway) [WIND (dir/speed)] [QNH/QFE (number)].”,ATC,Pilot,Clearance,“JOIN RIGHT DOWNWIND RUNWAY 13 WIND 250/10 QNH 1013.”,JOIN WIND QNH QFE,"direction, position, runway, dir/speed, number"
12.3.4.13-c,12.3.4.13,12.3.4.13 Entering Aerodrome Traffic Circuit,Clearance for straight-in approach,“MAKE STRAIGHT-IN APPROACH RUNWAY (number) [WIND (dir/speed)] [QNH/QFE (number)].”,ATC,Pilot,Clearance,“MAKE STRAIGHT-IN APPROACH RUNWAY 31 WIND 270/10 QNH 1014.”,MAKE STRAIGHT APPROACH RUNWAY WIND QNH QFE,"number, dir/speed"
12.3.4.13-d,12.3.4.13,12.3.4.13 Entering Aerodrome Traffic Circuit,Pilot reports with ATIS info,“(Aircraft type) (position) (level) INFORMATION (ATIS) FOR LANDING.”,Pilot,ATC,Report,“CESSNA FINAL 1500 FEET INFORMATION BRAVO FOR LANDING.”,INFORMATION ATIS LANDING,"Aircraft type, position, level, ATIS"
12.3.4.13-e,12.3.4.13,12.3.4.13 Entering Aerodrome Traffic Circuit,Join circuit position,“JOIN (position) [RUNWAY (number)] QNH (number) [(units)].”,ATC,Pilot,Clearance,“JOIN LEFT BASE RUNWAY 31 QNH 1015.”,JOIN RUNWAY QNH,"position, number, units"
12.3.4.14-b,12.3.4.14,12.3.4.14 In the Circuit,ATC sequencing aircraft in circuit,“NUMBER … FOLLOW (aircraft type and position) [instructions].”,ATC,Pilot,Sequencing,“NUMBER TWO FOLLOW B737 ON FINAL.”,NUMBER FOLLOW,aircraft type and position
12.3.4.15-b,12.3.4.15,12.3.4.15 Approach Instructions,Long approach / extended downwind,“MAKE LONG APPROACH (or EXTEND DOWNWIND).”,ATC,Pilot,Instruction,“EXTEND DOWNWIND.”,MAKE LONG APPROACH EXTEND DOWNWIND,or EXTEND DOWNWIND
12.3.4.15-c,12.3.4.15,12.3.4.15 Approach Instructions,Report base/final/long final,“REPORT BASE (or FINAL or LONG FINAL).”,ATC,Pilot,Instruction,“REPORT FINAL.”,REPORT BASE FINAL LONG,or FINAL or LONG FINAL
12.3.4.15-d,12.3.4.15,12.3.4.15 Approach Instructions,Continue approach,“CONTINUE APPROACH [PREPARE FOR POSSIBLE GO AROUND].”,ATC,Pilot,Instruction,—,CONTINUE APPROACH PREPARE POSSIBLE AROUND,
12.3.4.16-b,12.3.4.16,12.3.4.16 Landing Clearance,Landing clearance with traffic info,“(traffic information) RUNWAY (number) CLEARED TO LAND.”,ATC,Pilot,Clearance,“TRAFFIC DEPARTING RUNWAY 31 CLEARED TO LAND.”,RUNWAY CLEARED LAND,"traffic information, number"
12.3.4.16-c,12.3.4.16,12.3.4.16 Landing Clearance,Touch-and-go clearance,“CLEARED TOUCH AND GO.”,ATC,Pilot,Clearance,—,CLEARED TOUCH,
12.3.4.16-d,12.3.4.16,12.3.4.16 Landing Clearance,Full-stop landing instruction,“MAKE FULL STOP.”,ATC,Pilot,Instruction,—,MAKE FULL STOP,
12.3.4.17-b,12.3.4.17,12.3.4.17 Delaying Aircraft,Delay aircraft by orbiting,“ORBIT (RIGHT or LEFT) [FROM PRESENT POSITION].”,ATC,Pilot,Instruction,“ORBIT LEFT FROM PRESENT POSITION.”,ORBIT RIGHT LEFT FROM PRESENT POSITION,RIGHT or LEFT
12.3.4.17-c,12.3.4.17,12.3.4.17 Delaying Aircraft,Delay by repeating circuit,“MAKE ANOTHER CIRCUIT.”,ATC,Pilot,Instruction,—,MAKE ANOTHER CIRCUIT,
12.3.4.18-b,12.3.4.18,12.3.4.18 Missed Approach,Pilot reports go-around,“GOING AROUND.”,Pilot,ATC,Report,—,GOING AROUND,
12.3.4.19-b,12.3.4.19,12.3.4.19 Information to Aircraft,Specific gear position,"“RIGHT (or LEFT, or NOSE) WHEEL APPEARS UP (or DOWN).”",ATC,Pilot,Information,“LEFT WHEEL APPEARS DOWN.”,RIGHT LEFT NOSE WHEEL APPEARS DOWN,"or LEFT, or NOSE, or DOWN"
12.3.4.19-c,12.3.4.19,12.3.4.19 Information to Aircraft,All wheels up,“WHEELS APPEAR UP.”,ATC,Pilot,Information,—,WHEELS APPEAR,
12.3.4.19-d,12.3.4.19,12.3.4.19 Information to Aircraft,Specific wheel not up/down,"“RIGHT (or LEFT, or NOSE) WHEEL DOES NOT APPEAR UP (or DOWN).”",ATC,Pilot,Information,—,RIGHT LEFT NOSE WHEEL DOES NOT APPEAR DOWN,"or LEFT, or NOSE, or DOWN"
12.3.4.19-e,12.3.4.19,12.3.4.19 Information to Aircraft,Wake-turbulence caution,“CAUTION WAKE TURBULENCE [FROM ARRIVING (or DEPARTING) (type of aircraft)].”,ATC,Pilot,Warning,“CAUTION WAKE TURBULENCE FROM DEPARTING B737.”,CAUTION WAKE TURBULENCE FROM ARRIVING DEPARTING,"or DEPARTING, type of aircraft"
12.3.4.19-f,12.3.4.19,12.3.4.19 Information to Aircraft,Jet-blast caution,“CAUTION JET BLAST.”,ATC,Pilot,Warning,—,CAUTION JET BLAST,
12.3.4.19-g,12.3.4.19,12.3.4.19 Information to Aircraft,Propeller slipstream caution,“CAUTION SLIPSTREAM.”,ATC,Pilot,Warning,—,CAUTION SLIPSTREAM,
12.3.4.2-b,12.3.4.2,12.3.4.2 Acknowledgement by Visual Means,Acknowledge visually (rocking wings),“ACKNOWLEDGE BY ROCKING WINGS.”,ATC,Pilot,Visual Acknowledgement,—,ACKNOWLEDGE ROCKING WINGS,
12.3.4.2-c,12.3.4.2,12.3.4.2 Acknowledgement by Visual Means,Acknowledge visually (flashing lights),“ACKNOWLEDGE BY FLASHING LANDING LIGHTS.”,ATC,Pilot,Visual Acknowledgement,—,ACKNOWLEDGE FLASHING LANDING LIGHTS,
12.3.4.20-b,12.3.4.20,12.3.4.20 Runway Vacating and After-Landing Comms,Contact after vacating,“WHEN VACATED CONTACT GROUND (frequency).”,ATC,Pilot,Instruction,—,WHEN VACATED CONTACT GROUND,frequency
12.3.4.20-c,12.3.4.20,12.3.4.20 Runway Vacating and After-Landing Comms,Expedite vacating,“EXPEDITE VACATING.”,ATC,Pilot,Instruction,—,EXPEDITE VACATING,
12.3.4.20-d,12.3.4.20,12.3.4.20 Runway Vacating and After-Landing Comms,Provide stand or gate,“YOUR STAND (or GATE) (designation).”,ATC,Pilot,Information,“YOUR GATE 12.”,YOUR STAND GATE,"or GATE, designation"
12.3.4.20-e,12.3.4.20,12.3.4.20 Runway Vacating and After-Landing Comms,Turn off runway and contact ground,"“TAKE (or TURN) FIRST (or SECOND, or CONVENIENT) LEFT (or RIGHT) AND CONTACT GROUND (frequency).”",ATC,Pilot,Taxi Instruction,“TURN FIRST LEFT AND CONTACT GROUND 121.9.”,TAKE TURN FIRST SECOND CONVENIENT LEFT RIGHT CONTACT GROUND,"or TURN, or SECOND, or CONVENIENT, or RIGHT, frequency"
12.3.4.20-f,12.3.4.20,12.3.4.20 Runway Vacating and After-Landing Comms,Helicopter air-taxi to stand,“AIR-TAXI TO HELICOPTER STAND (or PARKING POSITION).”,ATC,Pilot,Instruction,—,AIR TAXI HELICOPTER STAND PARKING POSITION,or PARKING POSITION
12.3.4.20-g,12.3.4.20,12.3.4.20 Runway Vacating and After-Landing Comms,Helicopter air-taxi via route,“AIR-TAXI TO (or VIA) (location/routing) [CAUTION (reason)].”,ATC,Pilot,Instruction,“AIR-TAXI VIA TAXIWAY CHARLIE CAUTION PERSONNEL.”,AIR TAXI VIA CAUTION,"or VIA, location/routing, reason"
12.3.4.20-h,12.3.4.20,12.3.4.20 Runway Vacating and After-Landing Comms,Air-taxi direct avoiding obstacles,“AIR-TAXI VIA (direct/as requested/specified route) TO (location). AVOID (aircraft/vehicles/personnel).”,ATC,Pilot,Instruction,—,AIR TAXI VIA AVOID,"direct/as requested/specified route, location, aircraft/vehicles/personnel"
12.3.4.3-b,12.3.4.3,12.3.4.3 Starting Procedures,Request startup with ATIS info,"“[Aircraft location] REQUEST START UP, INFORMATION (ATIS identification).”",Pilot,ATC,Request,"“STAND 5 REQUEST START UP, INFORMATION ALFA.”",REQUEST START INFORMATION ATIS,ATIS identification
12.3.4.3-c,12.3.4.3,12.3.4.3 Starting Procedures,Startup approved,“START UP APPROVED.”,ATC,Pilot,Clearance,“START UP APPROVED.”,START APPROVED,
12.3.4.3-d,12.3.4.3,12.3.4.3 Starting Procedures,Startup at specific time,“START UP AT (time).”,ATC,Pilot,Clearance,“START UP AT 1025.”,START,time
12.3.4.3-e,12.3.4.3,12.3.4.3 Starting Procedures,Expected startup time,“EXPECT START UP AT (time).”,ATC,Pilot,Instruction,“EXPECT START UP AT 1040.”,EXPECT START,time
